Network,CPU,3.63885,ms,CUDA,3.82874,ms
Pre-Process,CPU,0.04918,ms,CUDA,0.00794,ms
Total,CPU,2.9293,ms,CUDA,2.73494,ms
Post-Process,CPU,0.01769,ms,CUDA,0.01754,ms
Network,CPU,2.86407,ms,CUDA,2.7095,ms
Pre-Process,CPU,0.04754,ms,CUDA,0.0079,ms
Total,CPU,3.10284,ms,CUDA,2.90134,ms
Post-Process,CPU,0.01833,ms,CUDA,0.01862,ms
Network,CPU,3.03502,ms,CUDA,2.87504,ms
Pre-Process,CPU,0.0495,ms,CUDA,0.00768,ms
Total,CPU,4.00516,ms,CUDA,3.80826,ms
Post-Process,CPU,0.01788,ms,CUDA,0.01766,ms
Network,CPU,3.93938,ms,CUDA,3.78218,ms
Pre-Process,CPU,0.0479,ms,CUDA,0.00842,ms
Total,CPU,3.0768,ms,CUDA,2.86678,ms
Post-Process,CPU,0.01776,ms,CUDA,0.01763,ms
Network,CPU,3.01473,ms,CUDA,2.84058,ms
Pre-Process,CPU,0.04431,ms,CUDA,0.00858,ms
Total,CPU,3.76507,ms,CUDA,3.57245,ms
Post-Process,CPU,0.02038,ms,CUDA,0.02048,ms
Network,CPU,3.70118,ms,CUDA,3.54378,ms
Pre-Process,CPU,0.04351,ms,CUDA,0.00819,ms
Total,CPU,4.45167,ms,CUDA,4.56499,ms
Post-Process,CPU,0.01725,ms,CUDA,0.00102,ms
Network,CPU,4.35831,ms,CUDA,4.55578,ms
Pre-Process,CPU,0.07611,ms,CUDA,0.00819,ms
Total,CPU,2.97733,ms,CUDA,2.78925,ms
Post-Process,CPU,0.0176,ms,CUDA,0.0176,ms
Network,CPU,2.91123,ms,CUDA,2.76342,ms
Pre-Process,CPU,0.0485,ms,CUDA,0.00822,ms
Total,CPU,4.00273,ms,CUDA,4.11494,ms
Post-Process,CPU,0.01833,ms,CUDA,0.00102,ms
Network,CPU,3.93518,ms,CUDA,4.10522,ms
Pre-Process,CPU,0.04921,ms,CUDA,0.0087,ms
Total,CPU,3.04017,ms,CUDA,2.84509,ms
Post-Process,CPU,0.04079,ms,CUDA,0.04086,ms
Network,CPU,2.94537,ms,CUDA,2.79603,ms
Pre-Process,CPU,0.05401,ms,CUDA,0.00819,ms
Total,CPU,3.0298,ms,CUDA,2.8681,ms
Post-Process,CPU,0.01769,ms,CUDA,0.01805,ms
Network,CPU,2.96309,ms,CUDA,2.84166,ms
Pre-Process,CPU,0.04902,ms,CUDA,0.00838,ms
Total,CPU,4.19053,ms,CUDA,4.1223,ms
Post-Process,CPU,0.08325,ms,CUDA,0.08298,ms
Network,CPU,4.05628,ms,CUDA,4.03114,ms
Pre-Process,CPU,0.051,ms,CUDA,0.00819,ms
Total,CPU,2.96344,ms,CUDA,2.76806,ms
Post-Process,CPU,0.01801,ms,CUDA,0.01798,ms
Network,CPU,2.87242,ms,CUDA,2.74227,ms
Pre-Process,CPU,0.07301,ms,CUDA,0.00781,ms
Total,CPU,3.92136,ms,CUDA,3.52768,ms
Post-Process,CPU,0.01734,ms,CUDA,0.01722,ms
Network,CPU,3.85574,ms,CUDA,3.50227,ms
Pre-Process,CPU,0.04828,ms,CUDA,0.00819,ms
Total,CPU,3.03162,ms,CUDA,2.83558,ms
Post-Process,CPU,0.01763,ms,CUDA,0.01754,ms
Network,CPU,2.96543,ms,CUDA,2.81005,ms
Pre-Process,CPU,0.04857,ms,CUDA,0.008,ms
Total,CPU,3.758,ms,CUDA,3.56106,ms
Post-Process,CPU,0.02096,ms,CUDA,0.02109,ms
Network,CPU,3.68627,ms,CUDA,3.53168,ms
Pre-Process,CPU,0.05078,ms,CUDA,0.00829,ms
Total,CPU,2.9524,ms,CUDA,2.75674,ms
Post-Process,CPU,0.01699,ms,CUDA,0.01696,ms
Network,CPU,2.87818,ms,CUDA,2.73158,ms
